crashId,OnStreet,AtStreet,address,City,State,Country
0050027663,CST OLD HIGHWAY 63,MO 740,Columbia,Missouri,United States
0050027678,CST NEW HAVEN,CST WARREN,Columbia,Missouri,United States
0050027722,CST VANDIVER,CST RANGE LINE,Columbia,Missouri,United States
0050030122,CRD CALVERT HILL RD,CRD COKIES,Columbia,Missouri,United States
0050027673,CRD BROWN SCHOOL RD,CST EDENTON BLVD,Columbia,Missouri,United States
0050027675,CST WACO RD,RT B,Columbia,Missouri,United States
0050027724,CST CARTER LN,CST CAMPUSVIEW DR,Columbia,Missouri,United States
0050028209,CST NINTH ST,ALY ALLEY,Columbia,Missouri,United States
0050028852,CST KENTUCKY BLVD,CST CURTIS ST,Columbia,Missouri,United States
0050035656,CST BROWN SCHOOL RD,CST DERBY RIDGE DR,Columbia,Missouri,United States
0050035659,CST BEARFIELD RD,CST HOLLOWRIDGE CT,Columbia,Missouri,United States
0050035580,CST ROLLINS ST,CST HITT ST,Columbia,Missouri,United States
0050035440,CST DERBY RIDGE,CST BOLD RULER CT,Columbia,Missouri,United States
0050035671,CST SMILEY LN,CST DERBY RIDGE DR,Columbia,Missouri,United States
0050035719,CST BROWN STATION RD,CST WILDALE CT,Columbia,Missouri,United States
0050035681,CST ELLETA BLVD,CST JOLENE DR,Columbia,Missouri,United States
0050035724,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050034803,CRD LIDDELL LN,RT Z,Columbia,Missouri,United States
0050035469,CST BETHEL ST,CST SOUTHAMPTON DR,Columbia,Missouri,United States
0050035687,CST KATY LN,CST LIMERICK LN,Columbia,Missouri,United States
0050032252,CRD WADE SCHOOL RD,CRD CUNNINGHAM DR,Columbia,Missouri,United States
0050035435,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050040859,CST WORLEY ST,PP WORLEY ST W,Columbia,Missouri,United States
0050041147,CST SYLVAN LN,CST WHITEGATE DR,Columbia,Missouri,United States
0050038792,CRD CLATTERBUCK RD,CST RANGELINE,Columbia,Missouri,United States
0050034222,CST VANDIVER,CST VANWOOD,Columbia,Missouri,United States
0050035694,CST OLD HWY 63,CST VALLEY VIEW RD,Columbia,Missouri,United States
0050040827,CST ASH ST,MO 740,Columbia,Missouri,United States
0050039879,CST ST CHARLES RD,CRD DOZIER STATION RD,Columbia,Missouri,United States
0050040601,CRD O NEAL RD,CRD AKEMAN BRIDGE RD,Columbia,Missouri,United States
0050035462,CST CLARK LN,CST EASTWOOD DR,Columbia,Missouri,United States
0050040831,CST SMILEY LN,CST RANGELINE ST,Columbia,Missouri,United States
0050040836,CST BUCKNER ST,CST ASH ST W,Columbia,Missouri,United States
0050035722,CST GRINDSTONE PKWY,CRD BEARFIELD RD,Columbia,Missouri,United States
0050040846,CST PARK,CST EIGHTH,Columbia,Missouri,United States
0050041129,CST PROCTOR,CST BEARCREEK,Columbia,Missouri,United States
0050041145,CST FORUM,CST MILLS DR,Columbia,Missouri,United States
0050040874,CST CARRIERIDGE,CRD NIKKI WAY,Columbia,Missouri,United States
0050041131,CST CONLEY RD,CST BRICKTON,Columbia,Missouri,United States
0050041116,CST GRINDSTONE PKWY,CST BLUFF CREEK DR,Columbia,Missouri,United States
0050041144,CST BLUE RIDGE,CST OAKLAND GRAVEL,Columbia,Missouri,United States
0050049916,CST DEER ST,CST SMILEY LN,Columbia,Missouri,United States
0050040833,CRD BETHANY DR,CST SCOTT BLVD,Columbia,Missouri,United States
0050041133,CST ROCK QUARRY,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050050707,CST ASHLAND RD,CST BURCH DR,Columbia,Missouri,United States
0050049904,CST UPLAND CREEK,CST KIRK HILL,Columbia,Missouri,United States
0050049914,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050048117,CST HICKMAN,CST SEVENTH ST,Columbia,Missouri,United States
0050053893,CRD OLD MILL CREEK,RT KK,Columbia,Missouri,United States
0050049898,CST BERNADETTE,PVT BERNADETTE,Columbia,Missouri,United States
0050054702,CST BROWN SCHOOL RD,CST OAKLAND GRAVEL,Columbia,Missouri,United States
0050054726,CST BLUE RIDGE RD,CST OAKLAND GRAVEL RD,Columbia,Missouri,United States
0050053140,CST BLUE RIDGE RD,CST DOVE DR,Columbia,Missouri,United States
0050053191,CST CREASY SPRINGS,CST TEXAS,Columbia,Missouri,United States
0050055829,PP PROVIDENCE RD,UNKNOWN,Columbia,Missouri,United States
0050049103,CST ROLLINS RD,CST MARYLAND AVE,Columbia,Missouri,United States
0050049901,CST BLUE RIDGE,MO 763,Columbia,Missouri,United States
0050055336,CRD WESTLAKE RD,CRD MEYERSON RD,Columbia,Missouri,United States
0050053116,CST VANDIVER DR,CST CORPORATE PL,Columbia,Missouri,United States
0050053181,CST TELLURIDE LN,CST ROCK QUARRY RD,Columbia,Missouri,United States
0050053198,CST GARTH,CST FOREST AVE E,Columbia,Missouri,United States
0050053205,CST FORUM BLVD,CST MILLS DR,Columbia,Missouri,United States
0050053119,CST ST CHARLES,CST BULL RUN,Columbia,Missouri,United States
0050053171,CST CHAPEL HILL RD,CST CHAPEL PLAZA,Columbia,Missouri,United States
0050054729,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050054675,CST SCOTT BLVD,CST SOUTHVIEW DR,Columbia,Missouri,United States
0050049885,CST SEVENTH,LP 70,Columbia,Missouri,United States
0050053127,CST PARKER ST,CST KITTY HAWK DR,Columbia,Missouri,United States
0050053146,CST BRICKTON RD,RT WW,Columbia,Missouri,United States
0050053160,CST STADIUM BLVD,PP STADIUM BLVD,Columbia,Missouri,United States
0050053162,CST FORUM,CST NIFONG,Columbia,Missouri,United States
0050054795,CST LONGFELLOW,CST ROCK CREEK DR,Columbia,Missouri,United States
0050055964,CST BROWN STATION RD,CST BROWN STATION RD,Columbia,Missouri,United States
0050054715,CST BRICKTON RD,CST BROADWAY,Columbia,Missouri,United States
0050051401,CRD OAKLAND GRAVEL RD,CRD ALFALFA DR,Columbia,Missouri,United States
0050061518,CST BOLD RULER CT,CST DERBY RIDGE RD,Columbia,Missouri,United States
0050051799,CST HITT ST,PP HITT ST,Columbia,Missouri,United States
0050055960,CST BROADWAY,CST WEST PKWY,Columbia,Missouri,United States
0050060045,CST WORLEY ST,CST WEST BLVD,Columbia,Missouri,United States
0050053176,CST HANOVER,CST HERSHEY CT,Columbia,Missouri,United States
0050053215,CST BRICKTON RD,CST BROADWAY,Columbia,Missouri,United States
0050053172,CST VANDIVER DR,MO 163,Columbia,Missouri,United States
0050053230,CRD PONDEROSA ST,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050060159,CST SEVENTH ST,CST 7TH ST,Columbia,Missouri,United States
0050058834,CST BROADWAY,CST GARTH AVE,Columbia,Missouri,United States
0050054677,CST BERNADETTE,MO 740,Columbia,Missouri,United States
0050054735,CST CITADEL,CST RALEIGH,Columbia,Missouri,United States
0050054754,CST SCOTT BLVD,CST CURRENT DR,Columbia,Missouri,United States
0050060152,CST LEE,CST BOUCHELLE,Columbia,Missouri,United States
0050055658,CRD LAKE OF THE WOODS RD,CST LOCUST GROVE DR,Columbia,Missouri,United States
0050062851,CST ROCK QUARRY RD,CST SCARBOROUGH DR,Columbia,Missouri,United States
0050066326,CRD PRATHERSVILLE RD,CRD ROGER I WILSON DR,Columbia,Missouri,United States
0050062892,CST CLARK LN,CST CREEKWOOD PKWY,Columbia,Missouri,United States
0050063649,CST SINCLAIR,CST CASCADES,Columbia,Missouri,United States
0050061523,CST SEXTON RD,LP 70 W,Columbia,Missouri,United States
0050067790,CST BROADWAY,CST ROCK HILL,Columbia,Missouri,United States
0050055783,CRD PURDY LN,CST I - 70 DR S,Columbia,Missouri,United States
0050055815,CST RICHMOND AVE,CST BURNAM RD,Columbia,Missouri,United States
0050055957,CST DERBY RIDGE,CST RIVA RIDGE CT,Columbia,Missouri,United States
0050062866,CST GRINDSTONE PKWY,CST BEARFIELD,Columbia,Missouri,United States
0050065638,CST GRINDSTONE PKWY,CST BEARFIELD RD,Columbia,Missouri,United States
0050065690,CST WORLEY ST,CST MCBAINE AVE,Columbia,Missouri,United States
0050068773,CST BERNADETTE,CST FAIRVIEW,Columbia,Missouri,United States
0050063630,CRD VAWTER SCHOOL RD,CST SPRING CREEK,Columbia,Missouri,United States
0050065696,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050066183,CRD ALFALFA DR,CRD OAKLAND GRAVEL RD,Columbia,Missouri,United States
0050067792,CST BLUE RIDGE RD,CST DOVE DR,Columbia,Missouri,United States
0050066759,CST HANOVER BLVD,CST HERSHEY CT,Columbia,Missouri,United States
0050060049,CST KEENE,CST WINGATE,Columbia,Missouri,United States
0050065623,CST SNOWY OWL,CST ARCTIC FOX,Columbia,Missouri,United States
0050065687,CST FALLING LEAF,CST GRINDSTONE,Columbia,Missouri,United States
0050067779,CST DOVE DR,CST BLUE RIDGE RD,Columbia,Missouri,United States
0050060050,CST RANGELINE,IS 70 E,Columbia,Missouri,United States
0050066761,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050061275,CST CONLEY AVE,PVT MISSOURI AVE,Columbia,Missouri,United States
0050061506,CST ST CHARLES RD,CST KIPLING WAY,Columbia,Missouri,United States
0050073178,CST GRINDSTONE PKWY,CST ROCK QUARRY,Columbia,Missouri,United States
0050062890,CRD GRANT LN,CST CHAPEL HILL RD,Columbia,Missouri,United States
0050074433,CST BERNADETTE BLVD,CST KNIPP ST,Columbia,Missouri,United States
0050074494,CST FAIRVIEW,CST BERNADETTE,Columbia,Missouri,United States
0050062602,CRD CALVERT HILL RD,CRD COKIES RD,Columbia,Missouri,United States
0050062886,CST PEACHTREE DR,CST PROVIDENCE OUTER RD,Columbia,Missouri,United States
0050069998,CST EIGHTH ST,CST LYON ST,Columbia,Missouri,United States
0050062852,CST SCOTT BLVD,CRD VAWTER SCHOOL RD,Columbia,Missouri,United States
0050073164,CST FORUM,CST MILLS,Columbia,Missouri,United States
0050073189,CST VANDIVER DR,CST BURLINGTON DR,Columbia,Missouri,United States
0050074481,CST ROCK QUARRY,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050074483,PP ROCK QUARRY,UNKNOWN,Columbia,Missouri,United States
0050074497,CST ARLENE,CRD GILLESPIE RD,Columbia,Missouri,United States
0050074499,CST VANDIVER DR,CST WESTFALL DR,Columbia,Missouri,United States
0050074518,CST VANDIVER,CST OAKLAND GRAVEL,Columbia,Missouri,United States
0050065636,CST OLD HWY 63,CST VALLEY VIEW,Columbia,Missouri,United States
0050065691,CST SILVEY ST,WOR 70,Columbia,Missouri,United States
0050065718,CST ROCK QUARRY,CST ROLLING ROCK,Columbia,Missouri,United States
0050067774,CST SEVENTH ST,LP 70 E,Columbia,Missouri,United States
0050065715,CST DUNCAN,CST MCBAINE,Columbia,Missouri,United States
0050073153,CST BROADWAY ST,CST WESTRIDGE DR,Columbia,Missouri,United States
0050067777,CST GARTH,CST SEXTON W,Columbia,Missouri,United States
0050074432,CST BLUFF CREEK DR,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050074472,CST WALNUT ST,CST OLD HWY 63,Columbia,Missouri,United States
0050073190,PP TENTH ST,CST ASH ST E,Columbia,Missouri,United States
0050074437,CRD PONDEROSA ST,RT AC,Columbia,Missouri,United States
0050074445,CST WORLEY ST,CST FAIRVIEW RD,Columbia,Missouri,United States
0050074509,CST BUCKNER ST,CST ASH ST W,Columbia,Missouri,United States
0050074511,CST GRINDSTONE PKWY,CST GREEN MEADOWS RD E,Columbia,Missouri,United States
0050073156,CST SCOTT BLVD,CST HARTFIELD,Columbia,Missouri,United States
0050073162,CST OLD HWY 63,CRD BEARFIELD RD,Columbia,Missouri,United States
0050073179,CST PRESCOTT DR,PP PRESCOTT DR,Columbia,Missouri,United States
0050074429,CST NINTH ST,CST TENTH ST,Columbia,Missouri,United States
0050074431,CST FORUM BLVD,CST MILLER DR,Columbia,Missouri,United States
0050074475,CST QUAIL DR,CST HILLSIDE DR,Columbia,Missouri,United States
0050074480,CST FAY ST,CST WILKES BLVD,Columbia,Missouri,United States
0050083086,CST MARYLAND,PVT HOSPITAL DR,Columbia,Missouri,United States
0050076507,CST ROGERS,CST TENTH,Columbia,Missouri,United States
0050084679,CST UNIVERSITY,UNKNOWN,Columbia,Missouri,United States
0050084696,CST GRINDSTONE PKWY,CST FALLING LEAF,Columbia,Missouri,United States
0050085212,CST ROCK QUARRY,CST STADIUM,Columbia,Missouri,United States
0050084712,CST VANDIVER DR,CST WESTFALL,Columbia,Missouri,United States
0050073960,CST HITT ST,PVT VIRGINIA AVE,Columbia,Missouri,United States
0050085218,CST WORLEY ST,PVT COLUMBIA MALL DR,Columbia,Missouri,United States
0050077559,CST ASHLAND RD,PP CAMPUS LOOP,Columbia,Missouri,United States
0050087729,CST VANDIVER,CST OAKLAND GRAVEL,Columbia,Missouri,United States
0050087739,CST GREEN MEADOWS RD,CST GREEN MEADOWS CIR,Columbia,Missouri,United States
0050086086,RT AC,CST BETHEL ST,Columbia,Missouri,United States
0050086111,CST FORUM BLVD,CST MILLS DR,Columbia,Missouri,United States
0050078961,CRD MILLBROOK DR,CRD SPURGEON CT,Columbia,Missouri,United States
0050079863,CST THORNBROOK RIDGE,CST LARGO DR,Columbia,Missouri,United States
0050080176,CST ST CHARLES RD,CRD GLENDALE DR,Columbia,Missouri,United States
0050076892,CST HITT ST,CST ROLLINS RD,Columbia,Missouri,United States
0050076894,CST ROLLINS ST,CST MARYLAND AVE,Columbia,Missouri,United States
0050083085,CST NINTH,CST ELM,Columbia,Missouri,United States
0050084725,CST HOLLY,CST GLENN,Columbia,Missouri,United States
0050085171,CST GRINDSTONE PKWY,CST BLUFF CREEK,Columbia,Missouri,United States
0050084702,CST EIGHTH ST,CST ROGERS ST,Columbia,Missouri,United States
0050085172,CST SCOTT,CST SMITH,Columbia,Missouri,United States
0050085220,CST CHELAN CIR,CST CASCADE DR,Columbia,Missouri,United States
0050085620,CST GRINDSSTONE PKWY,CST NIFONG BLVD,Columbia,Missouri,United States
0050085619,CST VANDIVER DR,CST ALAN LN,Columbia,Missouri,United States
0050085628,CST STADIUM,CST WORLEY,Columbia,Missouri,United States
0050084673,CST BRICKTON RD,UNKNOWN,Columbia,Missouri,United States
0050084688,CST NINTH ST,UNKNOWN,Columbia,Missouri,United States
0050086084,CST LENOIR,CST NEW HAVEN,Columbia,Missouri,United States
0050084732,CST FOREST,CST GARTH,Columbia,Missouri,United States
0050084683,CST PROVIDENCE RD,CST OLD PLANK RD,Columbia,Missouri,United States
0050086083,CST GRINDSTONE PKWY,CST FALLING LEAF,Columbia,Missouri,United States
0050085203,CRD BROWN SCHOOL RD,CST OAKLAND GRAVEL,Columbia,Missouri,United States
0050085205,CST BROADWAY,CST PARKWAY W,Columbia,Missouri,United States
0050085221,CST CLARK,CST CREEKWOOD,Columbia,Missouri,United States
0050085629,CST PARIS RD,CST SANDIFER,Columbia,Missouri,United States
0050085627,CST FORUM BLVD,CST CANTERBURY DR,Columbia,Missouri,United States
0050087708,RT TT,CST ESTER LEE CT,Columbia,Missouri,United States
0050087298,CST THIRD AVE,CST GARTH AVE S,Columbia,Missouri,United States
0050087302,CRD BEARFIELD RD,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050087744,CST VANDIVER RD,CST COMMERCE CT,Columbia,Missouri,United States
0050086112,CST ASH ST,CST EIGHTH ST,Columbia,Missouri,United States
0050087727,CST BROWN STATION RD,CST WILDALE CT,Columbia,Missouri,United States
0050088095,CST STADIUM,CST BLACKFOOT,Columbia,Missouri,United States
0050087297,CST THORNBROOK RIDGE,CST CANTER CT,Columbia,Missouri,United States
0050087723,CST FORUM,CST ROYAL BIRKDALE,Columbia,Missouri,United States
0050087736,CST CHAPEL HILL,CST GRANT,Columbia,Missouri,United States
0050087977,CST PARKER,CST KITTY HAWK DR,Columbia,Missouri,United States
0050085188,CST BARBERRY,CST GRAYSON,Columbia,Missouri,United States
0050085219,CST PARIS,CST WHITEGATE,Columbia,Missouri,United States
0050099416,CRD BROWN SCHOOL RD,CST ROGER I WILSON MEMORIAL,Columbia,Missouri,United States
0050099442,CST RICE,CST CAROL,Columbia,Missouri,United States
0050099451,CST BROADWAY,CST SEVENTH N,Columbia,Missouri,United States
0050086110,CST CLARK,CST VALLEY CREEK,Columbia,Missouri,United States
0050090791,CRD EL CHAPARRAL,CRD VICTORIA,Columbia,Missouri,United States
0050087284,CST FAIRVIEW,CST JOHNSON ST,Columbia,Missouri,United States
0050099407,CST ARCTIC FOX DR,CST SMILEY,Columbia,Missouri,United States
0050099447,CST BRICKTON,CST BROADWAY,Columbia,Missouri,United States
0050099463,CST FORUM,CST CANTERBURY,Columbia,Missouri,United States
0050099474,CST HICKMAN AVE,CST SEVENTH ST,Columbia,Missouri,United States
0050100385,CST SCOTT,CST CEDAR CREST,Columbia,Missouri,United States
0050100701,CST LAKE TOWN,CST BIG SUR,Columbia,Missouri,United States
0050098349,CST THORNBROOK PKWY,CST LAREDO TRL,Columbia,Missouri,United States
0050099434,CST ROCK QUARRY,CST HINKSON CREEK,Columbia,Missouri,United States
0050102817,CST MOHAWK AVE,CST AZTEC BLVD,Columbia,Missouri,United States
0050098354,CST BUTTONWOOD,CST CARTER,Columbia,Missouri,United States
0050100467,CST BERNADETTE DR,MO 740 N,Columbia,Missouri,United States
0050094538,CST SPRINGDALE DR,CST OAKLAND GRAVEL RD,Columbia,Missouri,United States
0050100381,CST BERNADETTE DR,CST ASH ST W,Columbia,Missouri,United States
0050099398,CST ZINNIA,CST HIBISCUS,Columbia,Missouri,United States
0050099413,CST SPRING VALLEY RD,CST CROWN POINT,Columbia,Missouri,United States
0050099430,CST BODIE,CST EDENTON,Columbia,Missouri,United States
0050100391,CST OAKLAND GRAVEL RD,CST SMILEY LN,Columbia,Missouri,United States
0050100586,CRD CREASY SPRING RD,CRD ROEMER RD,Columbia,Missouri,United States
0050102815,CRD OLD PLANK RD,CST CAMPUS DR,Columbia,Missouri,United States
0050107263,CST BEARFIELD,CST GRINDSTONE PKWY,Columbia,Missouri,United States
0050107270,CST HINKSON CREEK,CST WYATT,Columbia,Missouri,United States
0050109211,CST GILLESPIE BRIDGE,CST SWINDON,Columbia,Missouri,United States
0050099444,CST GRINDSTONE PKWY,CST FALLING LEAF,Columbia,Missouri,United States
0050107219,CST KEENE,CST LANSING AVE,Columbia,Missouri,United States
0050107268,CST LOCUST ST,CST 6TH ST,Columbia,Missouri,United States
0050100470,CST SEVENTH,CST HICKMAN,Columbia,Missouri,United States
0050100479,CST ROCK QUARRY RD,PP ROCK QUARRY RD,Columbia,Missouri,United States
0050107318,CST BROADWAY,CST BROADFIELD DR,Columbia,Missouri,United States
0050107319,CST VAWTER SCHOOL,CST FOX CREEK,Columbia,Missouri,United States
0050107322,CST FORUM BLVD,CST MILLS DR,Columbia,Missouri,United States
0050098355,CST HIGHLAND PKWY,CST STONEHAVEN RD,Columbia,Missouri,United States
0050100702,CST TENTH ST,CST PARK AVE,Columbia,Missouri,United States
0050101000,CRD BROWNS STATION RD,CRD KETTERER RD,Columbia,Missouri,United States
0050109034,CST FORUM BLVD,CST FORUM PLAZA,Columbia,Missouri,United States
0050109175,CST BALLENGER LN,CST RICE RD,Columbia,Missouri,United States
0050099473,CST ASH ST,CST BUCKNER ST,Columbia,Missouri,United States
0050099989,PVT UNIVERSITY LOT WG1,CST MARYLAND AVE N,Columbia,Missouri,United States
0050112315,CST RICHMOND AVE,CST BURNAM ST,Columbia,Missouri,United States
0050100696,CRD OLD PLANK RD,CST GLASGOW DR,Columbia,Missouri,United States
0050107247,CST GARTH AVE,CST CRESTMERE ST,Columbia,Missouri,United States
0050107250,CST PIMLICO CT,CRD BEARFIELD RD,Columbia,Missouri,United States
0050107254,CST BROADWAY,CST PARKWAY,Columbia,Missouri,United States
0050107259,CST PARIS,CST COURT ST,Columbia,Missouri,United States
0050107278,CST CONLEY,CST BRICKTON RD,Columbia,Missouri,United States
0050101680,CST PEACHTREE DR,CST PEACH CT,Columbia,Missouri,United States
0050113223,CRD BETHEL CHURCH RD,CRD OLD PLANK RD,Columbia,Missouri,United States
0050108998,CST GRINDSTONE PKWY,CST CHURCHILL DR,Columbia,Missouri,United States
0050115221,CRD BAINBRIDGE LN,CRD BRAMPTON DR,Columbia,Missouri,United States
0050107237,CST GRINDSTONE PKWY,CRD BEARFIELD RD,Columbia,Missouri,United States
0050107301,CST BRICKTON,CST CONLEY,Columbia,Missouri,United States
0050118491,CST ST CHARLES RD,IS 70,Columbia,Missouri,United States
0050118736,CST BROADWAY ST,CST PARKWAY DR W,Columbia,Missouri,United States
0050118744,CST FORUM BLVD,CRD OLD PLANK RD W,Columbia,Missouri,United States
0050110838,CST ROLLINS ST,CST HITT ST,Columbia,Missouri,United States
0050119112,RT TT,CST CURRENT,Columbia,Missouri,United States
0050111489,CRD LAPORTE AVE,CRD HELLER DR,Columbia,Missouri,United States
0050118777,CST HITT ST,CST ROLLINS,Columbia,Missouri,United States
0050119116,CST DAY FLOWER CT,CST SHAD BUSH DR,Columbia,Missouri,United States
0050120398,CST PROVIDENCE,CST CHAMPION DR,Columbia,Missouri,United States
0050109219,CST GILLESPIE BRIDGE,CST LIMESTONE,Columbia,Missouri,United States
0050110077,CST BRICKTON,RT WW,Columbia,Missouri,United States
0050113115,MO 163,CST TEXAS,Columbia,Missouri,United States
0050107229,CST SCOTT BLVD,CRD SOUTHVIEW DR,Columbia,Missouri,United States
0050107266,CST SCOTT BLVD,CST LUDWIG,Columbia,Missouri,United States
0050107289,CST FALL RIVER DR,CST ROYAL BIRKDALE,Columbia,Missouri,United States
0050120416,CST BROWN SCHOOL,CST NATHANIEL,Columbia,Missouri,United States
0050120443,CST MANHATTAN,CST UMC,Columbia,Missouri,United States
0050118734,CST FORUM BLVD,CST KATY LN,Columbia,Missouri,United States
0050119114,CST CHAPEL HILL RD,CST CHAPEL RIDGE RD,Columbia,Missouri,United States
0050119225,CST CREEKWOOD PKWY,RT PP,Columbia,Missouri,United States
0050121946,CST WALNUT,CST ORR,Columbia,Missouri,United States
0050109010,CST CONLEY,US 63C,Columbia,Missouri,United States
0050109012,CST BRAEMORE RD,CST HEATHER LN S,Columbia,Missouri,United States
0050109191,CST LOCUST,CST NINTH,Columbia,Missouri,United States
0050115220,CRD HIGH POINT LN,CRD HILL CREEK RD,Columbia,Missouri,United States
0050122787,CST BASS PRO,CST CENTERSTATE,Columbia,Missouri,United States
0050124875,CST RICHMOND AVE,CST ROLLINS ST,Columbia,Missouri,United States
0050116021,CRD JUDY SCHOOL RD,RT Z,Columbia,Missouri,United States
0050116041,CST BLUE BIRD LN,RT N S,Columbia,Missouri,United States
0050126072,CRD HIGH POINT LN,CRD TURTLE CREEK LN,Columbia,Missouri,United States
0050122794,CST GRINDSTONE PKWY,CST ROCK QUARRY,Columbia,Missouri,United States
0050124971,CST GRINDSTONE,CST BEARFIELD,Columbia,Missouri,United States
0050111488,CRD BOATMAN HILL RD,CRD CALVERT HILL RD,Columbia,Missouri,United States
0050126768,CRD OLD MILL CREEK RD,CRD MILL CREEK CT,Columbia,Missouri,United States
0050126769,CRD BOWLING LN,CST RANGELINE,Columbia,Missouri,United States
0050119126,CST WACO RD,RT B,Columbia,Missouri,United States
0050119133,CST BASS PRO DR,CST RESTAURANT ROW,Columbia,Missouri,United States
0050119135,CST DERBY RIDGE,CST HIGH QUEST CIR,Columbia,Missouri,United States
